;	V3 text file written for MicroBrightField products.
    (  -64.10   242.37   -18.94     1.18)  ; 5
    (  -64.24   241.58   -19.56     0.96)  ; 6
    (  -64.54   240.98   -20.56     0.81)  ; 7
    (  -64.98   240.47   -21.31     0.81)  ; 8
    (  -66.02   241.06   -21.50     0.74)  ; 9
    (  -66.45   241.79   -21.50     0.74)  ; 10
    (  -66.97   242.59   -21.50     0.96)  ; 11
    (  -68.14   243.69   -21.50     1.18)  ; 12
    (  -69.25   245.00   -21.75     1.62)  ; 13
    (  -70.21   245.95   -22.00     2.06)  ; 14
    (  -70.95   247.27   -23.06     2.21)  ; 15
    (  -71.39   248.37   -23.94     2.06)  ; 16
    (  -72.04   249.02   -25.13     2.06)  ; 17
    (  -72.34   249.39   -25.38     1.62)  ; 18
    (  -72.76   249.77   -25.38     1.62)  ; 19
    (
      (  -73.16   249.83   -26.13     1.40)  ; 1, R-1-1
      (  -73.38   249.97   -26.44     1.33)  ; 2
      (  -74.34   250.05   -27.25     0.96)  ; 3
      (  -75.22   249.63   -28.06     0.81)  ; 4
      (  -76.25   249.84   -28.50     0.66)  ; 5
      (  -76.99   250.20   -28.56     0.66)  ; 6
      (  -77.43   250.56   -28.94     0.59)  ; 7
      (  -78.01   250.78   -29.44     1.03)  ; 8
      (  -78.54   251.07   -29.63     2.43)  ; 9
      (  -79.56   251.44   -30.25     3.09)  ; 10
      (  -80.30   251.52   -30.63     2.06)  ; 11
      (  -80.89   251.67   -31.38     1.55)  ; 12
      (  -81.63   251.66   -32.38     1.11)  ; 13
      (  -82.51   251.87   -32.88     0.66)  ; 14
      (  -83.40   252.39   -32.94     0.59)  ; 15
      (  -84.80   253.05   -33.13     0.52)  ; 16
      (  -85.25   253.34   -33.31     0.52)  ; 17
      (  -86.12   253.57   -33.25     2.06)  ; 18
      (  -86.57   253.78   -34.88     3.09)  ; 19
      (  -87.16   253.92   -35.19     2.95)  ; 20
      (  -87.74   254.07   -35.38     2.43)  ; 21
      (  -88.55   254.29   -35.56     1.47)  ; 22
      (  -89.00   254.21   -36.25     0.66)  ; 23
      (  -89.44   254.29   -36.50     0.66)  ; 24
      (  -90.04   254.37   -37.00     0.52)  ; 25
      (  -90.84   254.73   -37.19     0.52)  ; 26
      (  -91.43   254.80   -37.25     1.62)  ; 27
      (  -92.09   254.81   -37.31     1.99)  ; 28
      (  -92.53   255.03   -37.38     1.55)  ; 29
      (  -93.20   255.16   -37.50     0.59)  ; 30
      (  -93.79   255.46   -37.81     0.44)  ; 31
      (  -94.96   256.11   -37.94     0.29)  ; 32
      (  -96.07   256.42   -37.94     0.29)  ; 33
      (  -97.18   257.07   -38.25     2.80)  ; 34
      (  -97.47   257.15   -38.50     3.09)  ; 35
      (  -98.08   257.29   -39.31     3.09)  ; 36
      (  -98.82   257.65   -40.25     2.58)  ; 37
      (  -99.48   257.81   -40.31     0.74)  ; 38
      ( -100.15   257.87   -41.13     0.52)  ; 39
      ( -100.96   258.09   -41.25     0.52)  ; 40
      ( -101.84   258.45   -41.56     0.96)  ; 41
      ( -102.13   258.45   -42.13     1.62)  ; 42
      ( -102.73   258.83   -42.31     0.37)  ; 43
      ( -103.74   259.55   -42.63     0.37)  ; 44
      ( -104.27   259.92   -43.63     1.47)  ; 45
      ( -105.00   260.43   -44.38     2.95)  ; 46
      ( -105.83   261.09   -45.69     1.99)  ; 47
      ( -106.55   261.31   -46.00     0.59)  ; 48
      ( -107.07   261.69   -46.13     0.37)  ; 49
      ( -107.66   261.96   -46.19     0.37)  ; 50
      ( -108.24   262.11   -46.25     1.11)  ; 51
      ( -109.28   262.26   -46.69     1.99)  ; 52
      ( -109.94   262.70   -48.00     1.99)  ; 53
      ( -110.46   262.92   -48.19     0.74)  ; 54
      ( -111.27   263.29   -48.25     0.52)  ; 55
      ( -112.23   263.86   -48.50     0.52)  ; 56
      ( -112.60   264.38   -48.75     0.52)  ; 57
      ( -113.19   265.11   -50.25     2.14)  ; 58
      ( -113.84   265.62   -50.94     2.50)  ; 59
      ( -114.36   266.29   -51.50     2.58)  ; 60
      ( -114.80   266.64   -51.56     1.18)  ; 61
      ( -116.20   267.23   -53.31     0.59)  ; 62
      ( -117.24   267.81   -54.44     0.52)  ; 63
      ( -118.55   268.18   -54.88     0.52)  ; 64
      ( -119.45   268.63   -55.31     0.52)  ; 65
      ( -120.49   269.20   -56.00     1.84)  ; 66
      ( -120.92   269.42   -58.81     3.17)  ; 67
      ( -120.99   270.22   -59.69     1.62)  ; 68
      ( -121.07   271.32   -60.63     0.59)  ; 69
      ( -121.36   271.76   -62.06     0.44)  ; 70
      ( -121.58   272.34   -62.19     0.44)  ; 71
      ( -121.66   272.72   -62.19     1.25)  ; 72
      ( -122.16   273.22   -62.88     2.28)  ; 73
      ( -122.17   274.24   -64.38     0.81)  ; 74
      ( -122.17   274.83   -64.63     0.29)  ; 75
      ( -122.33   275.56   -65.50     0.44)  ; 76
      ( -122.40   276.14   -65.69     1.47)  ; 77
      ( -122.62   276.36   -65.81     1.47)  ; 78
      ( -122.84   276.66   -65.81     0.59)  ; 79
      ( -123.14   277.17   -66.44     0.37)  ; 80
      ( -124.01   277.84   -66.75     0.37)  ; 81
      ( -124.37   278.12   -67.00     0.37)  ; 82
      ( -124.75   278.93   -67.25     1.84)  ; 83
      ( -125.05   279.73   -68.50     2.36)  ; 84
      ( -125.05   280.60   -69.69     0.59)  ; 85
      ( -125.05   281.85   -70.13     0.37)  ; 86
      ( -125.27   282.94   -70.69     0.37)  ; 87
      ( -125.41   284.40   -71.50     0.37)  ; 88
      ( -125.19   285.36   -72.69     1.55)  ; 89
      ( -125.64   285.94   -72.94     2.73)  ; 90
      ( -125.49   286.60   -73.75     1.84)  ; 91
      ( -125.65   287.46   -77.00     0.74)  ; 92
      ( -125.65   288.12   -77.13     0.52)  ; 93
      ( -125.79   288.69   -77.50     0.37)  ; 94
      ( -126.09   289.35   -78.19     0.29)  ; 95
      ( -126.53   290.74   -78.19     0.29)  ; 96
      ( -126.53   290.74   -78.69     2.21)  ; 97
      ( -126.53   290.74   -79.13     2.50)  ; 98
      ( -126.69   292.06   -81.13     0.59)  ; 99
      ( -126.83   292.49   -81.50     0.44)  ; 100
      ( -127.13   293.08   -81.94     0.44)  ; 101
      ( -127.19   293.31   -83.69     0.81)  ; 102
      ( -127.27   293.74   -84.75     1.62)  ; 103
      ( -126.31   293.96   -88.63     0.59)  ; 104
      ( -125.78   294.40   -89.19     0.59)  ; 105
      ( -125.56   294.26   -91.69     1.40)  ; 106
      ( -125.13   294.33   -91.75     2.28)  ; 107
      ( -124.54   294.71   -91.81     0.66)  ; 108
      ( -123.65   294.69   -92.81     0.44)  ; 109
      ( -123.14   294.91   -98.63     0.44)  ; 110
      ( -123.44   295.06   -98.63     1.25)  ; 111
      ( -122.77   295.86   -98.63     0.44)  ; 112
      ( -122.71   296.22   -99.19     0.44)  ; 113
      ( -122.47   296.53   -99.19     0.37)  ; 114
      ( -122.18   297.03   -99.56     0.37)  ; 115
      ( -121.59   297.26   -99.88     0.37)  ; 116
      ( -121.00   297.39  -100.19     0.81)  ; 117
      ( -120.78   297.61  -100.38     2.43)  ; 118
      ( -120.49   297.61  -100.38     2.43)  ; 119
      ( -119.53   298.34  -102.13     0.59)  ; 120
      ( -118.65   298.78  -104.13     0.29)  ; 121
      ( -118.20   299.30  -104.38     0.29)  ; 122
      ( -117.98   299.44  -104.81     0.74)  ; 123
      ( -117.47   299.73  -104.81     1.18)  ; 124
      ( -116.66   300.17  -105.13     0.29)  ; 125
      ( -116.29   300.91  -106.19     0.29)  ; 126
      ( -115.92   301.34  -107.31     0.29)  ; 127
      ( -115.55   301.58  -107.56     0.29)  ; 128
      ( -115.33   301.93  -107.63     1.69)  ; 129
      ( -114.89   302.14  -107.69     2.14)  ; 130
      ( -113.34   302.15  -107.94     0.66)  ; 131
      ( -111.94   302.37  -109.94     0.59)  ; 132
      ( -111.21   303.18  -111.06     0.44)  ; 133
      ( -110.91   303.54  -111.31     1.62)  ; 134
      ( -109.95   303.39  -112.00     1.84)  ; 135
      ( -108.56   303.17  -112.44     0.44)  ; 136
      ( -107.01   303.46  -113.81     0.44)  ; 137
      ( -106.35   303.82  -116.25     1.18)  ; 138
      ( -106.19   304.26  -116.44     2.21)  ; 139
      ( -105.24   304.35  -116.44     0.52)  ; 140
      ( -104.64   304.85  -118.19     0.44)  ; 141
      ( -104.13   305.36  -118.44     0.44)  ; 142
      ( -103.63   305.73  -119.44     0.81)  ; 143
      ( -103.40   305.80  -120.31     1.47)  ; 144
      ( -102.66   306.02  -121.25     1.84)  ; 145
      ( -101.54   306.46  -123.50     0.52)  ; 146
      ( -100.29   307.79  -124.50     0.52)  ; 147
      ( -100.22   308.14  -127.00     1.99)  ; 148
      (
        (  -99.57   308.72  -129.88     0.59)  ; 1, R-1-1-1
        (  -98.90   308.94  -130.13     0.66)  ; 2
        (  -98.52   309.10  -130.69     1.47)  ; 3
        (  -97.93   309.89  -131.25     1.18)  ; 4
        (  -97.21   310.26  -132.38     1.99)  ; 5
        (  -96.99   310.34  -132.75     2.14)  ; 6
        (  -95.96   310.93  -134.19     0.66)  ; 7
        (  -95.73   311.14  -135.25     0.44)  ; 8
        (  -95.44   311.50  -135.94     0.29)  ; 9
        (  -95.13   311.67  -135.94     0.29)  ; 10
        (  -94.56   311.73  -136.00     0.66)  ; 11
        (  -94.26   312.02  -136.63     1.40)  ; 12
        (  -93.52   312.52  -137.69     0.29)  ; 13
        (  -93.01   312.74  -137.94     0.29)  ; 14
        (  -92.79   313.06  -138.19     0.66)  ; 15
        (  -91.76   313.62  -140.13     2.50)  ; 16
        (  -90.49   313.84  -141.88     0.74)  ; 17
        (  -89.92   314.42  -142.88     0.44)  ; 18
        (  -88.88   314.94  -143.50     0.29)  ; 19
        (  -88.38   315.24  -143.94     0.29)  ; 20
        (  -88.00   315.67  -144.06     0.29)  ; 21
        (  -87.56   316.03  -145.13     1.62)  ; 22
        (  -87.13   316.35  -146.88     1.92)  ; 23
        (  -86.09   316.43  -147.50     0.44)  ; 24
        (  -85.45   316.43  -147.81     0.37)  ; 25
        (  -84.11   316.35  -149.13     0.37)  ; 26
        (  -83.67   316.87  -150.38     2.21)  ; 27
        (  -82.64   316.36  -151.44     0.52)  ; 28
        (  -82.05   315.92  -152.06     0.52)  ; 29
        (  -81.76   316.06  -153.19     1.77)  ; 30
        (  -81.39   315.20  -155.44     0.88)  ; 31
        (  -80.14   315.11  -157.38     0.44)  ; 32
        (  -79.10   315.27  -157.63     0.37)  ; 33
        (  -78.15   314.75  -157.81     0.37)  ; 34
        (  -77.26   314.76  -158.19     0.37)  ; 35
        (  -76.38   314.24  -158.38     0.37)  ; 36
        (  -76.07   314.31  -159.69     2.36)  ; 37
        (  -75.05   313.65  -160.63     0.81)  ; 38
        (  -74.54   313.58  -163.25     1.92)  ; 39
        (  -74.09   312.77  -163.38     0.52)  ; 40
        (  -74.08   312.26  -163.56     0.52)  ; 41
        (  -73.86   311.69  -164.06     0.52)  ; 42
        (  -73.86   311.69  -164.75     1.62)  ; 43
        (  -73.65   311.60  -164.75     0.44)  ; 44
        (  -73.42   310.73  -164.75     0.44)  ; 45
        (  -73.14   310.21  -165.13     0.44)  ; 46
        (  -73.05   309.92  -165.63     0.44)  ; 47
        (  -72.04   309.78  -169.25     2.36)  ; 48
        (  -71.81   309.26  -169.25     2.65)  ; 49
        (  -71.74   308.75  -169.38     1.84)  ; 50
        (  -71.43   308.02  -169.75     0.59)  ; 51
        (  -71.44   307.51  -170.38     0.44)  ; 52
        (  -71.22   306.72  -171.00     0.44)  ; 53
        (  -70.85   306.20  -172.00     1.92)  ; 54
        (  -70.56   305.83  -173.19     0.66)  ; 55
        (  -70.12   305.33  -173.44     0.44)  ; 56
        (  -69.90   304.88  -173.50     0.29)  ; 57
        (  -69.60   304.30  -174.94     1.62)  ; 58
        (  -69.38   303.94  -175.94     2.58)  ; 59
        (  -69.09   303.34  -176.06     1.40)  ; 60
        (  -68.86   302.68  -176.50     0.96)  ; 61
        (  -68.42   301.66  -176.94     0.44)  ; 62
        (  -68.20   300.93  -177.00     0.44)  ; 63
        (  -67.91   300.64  -177.69     1.47)  ; 64
        (  -67.39   300.21  -178.88     0.29)  ; 65
        (  -66.95   299.69  -179.88     0.96)  ; 66
        (  -66.29   299.18  -181.06     2.28)  ; 67
        (  -66.21   298.53  -182.75     1.40)  ; 68
        (  -65.11   298.45  -183.69     1.25)  ; 69
        (  -64.44   298.24  -184.00     1.77)  ; 70
        (  -63.56   298.66  -184.00     1.18)  ; 71
        (  -62.75   298.52  -184.50     0.59)  ; 72
        (  -61.57   298.81  -184.88     0.59)  ; 73
        (  -61.28   299.62  -184.94     0.59)  ; 74
        (  -60.60   299.91  -185.19     0.59)  ; 75
        (  -60.33   300.20  -187.13     1.84)  ; 76
        (  -59.43   300.87  -187.75     1.62)  ; 77
        (  -58.48   301.52  -189.56     1.25)  ; 78
        (  -57.89   302.32  -189.94     0.74)  ; 79
        (  -56.93   302.83  -190.06     0.59)  ; 80
        (  -56.49   303.05  -190.06     1.03)  ; 81
        (  -55.75   303.42  -190.44     1.33)  ; 82
        (  -55.23   303.49  -190.75     0.59)  ; 83
        (  -54.72   304.15  -191.31     0.59)  ; 84
        (  -54.20   304.59  -191.31     1.11)  ; 85
        (  -53.61   304.88  -191.69     1.47)  ; 86
        (  -52.66   304.81  -191.81     0.66)  ; 87
        (  -51.55   305.61  -192.25     0.52)  ; 88
        (  -50.67   306.41  -192.44     0.52)  ; 89
        (  -50.22   306.49  -192.44     1.40)  ; 90
        (  -49.33   306.72  -192.31     1.69)  ; 91
        (  -47.80   307.36  -192.69     0.59)  ; 92
        (  -46.26   308.32  -192.75     0.59)  ; 93
        (  -45.20   308.76  -192.88     0.59)  ; 94
        (  -44.93   309.13  -192.81     1.33)  ; 95
        (  -44.11   309.64  -192.88     2.06)  ; 96
        (  -42.86   310.08  -193.94     0.29)  ; 97
        (  -41.53   310.66  -194.19     0.29)  ; 98
        (  -40.57   310.95  -195.63     1.92)  ; 99
        (  -39.25   311.41  -194.13     0.29)  ; 100
        (  -38.51   311.49  -194.00     0.29)  ; 101
        (  -37.92   311.48  -194.00     0.29)  ; 102
        (  -37.04   311.85  -194.19     1.55)  ; 103
        (  -36.08   311.79  -194.50     0.29)  ; 104
        (  -35.56   311.85  -194.75     0.29)  ; 105
        (  -34.60   312.29  -195.06     1.69)  ; 106
        (  -33.94   312.43  -195.50     0.44)  ; 107
        (  -32.98   313.02  -195.56     0.37)  ; 108
        (  -31.80   313.31  -195.56     2.43)  ; 109
        (  -30.85   313.89  -195.56     0.52)  ; 110
        (  -30.11   314.84  -195.56     0.52)  ; 111
        (  -30.11   314.84  -195.56     1.03)  ; 112
         Normal
      |
        (  -99.46   309.09  -128.56     0.44)  ; 1, R-1-1-2
        (  -99.60   309.82  -128.88     1.18)  ; 2
        (  -99.38   310.62  -128.88     1.18)  ; 3
        (  -99.22   311.13  -128.88     0.29)  ; 4
        (  -99.09   311.86  -128.88     0.29)  ; 5
        (  -98.42   312.89  -128.88     0.29)  ; 6
        (  -98.27   313.40  -128.88     0.29)  ; 7
        (  -97.98   314.06  -129.19     1.69)  ; 8
        (  -97.61   314.65  -129.19     0.37)  ; 9
        (  -97.09   315.44  -129.19     0.29)  ; 10
        (  -96.66   316.47  -129.31     0.22)  ; 11
        (  -96.66   316.47  -129.38     0.74)  ; 12
        (  -96.66   316.47  -129.38     0.29)  ; 13
        (  -95.33   318.16  -129.63     0.29)  ; 14
        (  -94.81   318.73  -129.81     1.33)  ; 15
        (  -94.59   319.05  -129.81     1.40)  ; 16
        (  -93.71   319.98  -130.50     0.44)  ; 17
        (  -92.90   320.49  -131.00     0.29)  ; 18
        (  -91.27   321.29  -131.19     0.22)  ; 19
        (  -90.91   321.74  -131.38     0.22)  ; 20
        (  -90.32   322.11  -131.44     1.25)  ; 21
        (  -89.80   322.54  -131.56     1.55)  ; 22
        (  -89.66   322.75  -131.56     0.37)  ; 23
        (  -88.92   323.56  -131.56     0.29)  ; 24
        (  -88.25   323.93  -132.06     0.29)  ; 25
        (  -88.26   324.16  -132.31     1.11)  ; 26
        (  -87.89   324.45  -133.13     1.69)  ; 27
        (  -87.23   324.68  -133.38     0.88)  ; 28
        (  -86.49   325.25  -133.56     0.52)  ; 29
        (  -85.52   325.61  -133.63     0.37)  ; 30
        (  -85.02   326.13  -133.94     0.37)  ; 31
        (  -84.06   326.41  -134.00     0.37)  ; 32
        (  -83.03   326.85  -134.13     0.37)  ; 33
        (  -82.52   327.21  -134.19     1.62)  ; 34
        (  -82.21   327.43  -134.38     1.33)  ; 35
        (  -81.33   327.94  -135.19     0.44)  ; 36
        (  -80.89   328.53  -135.44     0.37)  ; 37
        (  -80.59   328.97  -136.00     0.37)  ; 38
        (  -80.08   329.33  -136.19     1.25)  ; 39
        (  -79.42   329.77  -136.19     0.88)  ; 40
        (  -78.97   329.92  -136.88     0.52)  ; 41
        (  -78.53   330.36  -137.19     0.29)  ; 42
        (  -77.87   330.88  -137.56     0.29)  ; 43
        (  -77.43   331.09  -137.63     0.96)  ; 44
        (  -77.06   331.09  -137.69     1.11)  ; 45
        (  -76.53   331.53  -138.69     0.37)  ; 46
        (  -75.65   332.11  -139.31     0.22)  ; 47
        (  -74.54   332.41  -139.50     0.22)  ; 48
        (  -74.77   332.77  -139.69     1.55)  ; 49
        (  -73.83   333.21  -140.00     0.59)  ; 50
        (  -72.79   333.65  -140.38     0.88)  ; 51
        (  -72.20   333.94  -140.44     0.88)  ; 52
        (  -71.98   334.09  -140.44     0.66)  ; 53
        (  -70.72   334.89  -141.13     0.29)  ; 54
        (  -69.32   335.69  -142.00     0.15)  ; 55
        (  -68.66   335.99  -142.56     0.15)  ; 56
        (  -68.00   336.21  -143.25     0.44)  ; 57
        (  -67.48   336.35  -145.06     1.03)  ; 58
        (  -66.67   336.57  -143.81     2.21)  ; 59
         Normal
      )  ;  End of split
    |
      (  -73.35   250.15   -25.88     0.88)  ; 1, R-1-2
      (  -73.42   251.30   -26.13     0.29)  ; 2
      (  -73.57   252.47   -26.44     0.29)  ; 3
      (  -74.16   253.20   -26.63     0.29)  ; 4
      (  -74.16   254.73   -26.88     0.29)  ; 5
      (  -73.42   255.98   -26.31     0.29)  ; 6
      (  -72.61   256.93   -25.63     0.29)  ; 7
      (  -71.59   257.74   -25.19     0.29)  ; 8
      (  -70.48   258.68   -23.88     0.29)  ; 9
      (  -69.81   259.85   -23.69     0.29)  ; 10
      (  -69.59   260.29   -23.56     0.29)  ; 11
      (  -69.30   260.65   -23.31     0.44)  ; 12
      (  -69.01   260.94   -22.94     0.88)  ; 13
      (  -68.41   261.09   -22.50     0.66)  ; 14
      (  -68.19   262.34   -20.69     0.52)  ; 15
      (  -67.90   263.50   -20.19     0.29)  ; 16
      (  -67.38   264.83   -19.81     0.29)  ; 17
      (  -66.72   265.91   -19.44     0.29)  ; 18
      (  -64.81   267.67   -18.31     0.29)  ; 19
      (  -64.14   268.84   -17.81     0.29)  ; 20
      (  -63.32   270.01   -17.56     0.29)  ; 21
      (  -62.96   270.52   -17.56     0.29)  ; 22
       Normal
    )  ;  End of split
  |
    (  -61.33   241.65   -17.13     1.11)  ; 1, R-2
    (  -61.34   241.29   -17.81     0.81)  ; 2
    (  -61.71   240.99   -17.38     0.66)  ; 3
    (  -61.86   239.89   -17.44     0.52)  ; 4
    (  -61.99   239.60   -17.44     0.96)  ; 5
    (  -62.52   239.23   -17.44     0.59)  ; 6
    (  -63.11   238.43   -17.63     0.44)  ; 7
    (  -63.92   237.99   -17.63     0.66)  ; 8
    (  -64.95   237.26   -17.63     1.03)  ; 9
    (  -65.32   237.11   -17.63     1.18)  ; 10
    (  -66.64   236.53   -17.94     1.18)  ; 11
    (  -67.16   236.17   -18.44     1.03)  ; 12
    (  -67.75   235.94   -17.56     0.96)  ; 13
    (  -68.63   235.51   -17.69     0.66)  ; 14
    (  -69.80   234.99   -17.69     0.88)  ; 15
    (  -70.54   234.70   -17.75     1.18)  ; 16
    (  -71.21   234.48   -18.19     0.88)  ; 17
    (  -71.88   234.49   -17.88     0.88)  ; 18
    (  -72.46   234.13   -17.50     0.81)  ; 19
    (  -73.20   233.99   -17.38     0.66)  ; 20
    (  -73.78   233.54   -17.75     0.66)  ; 21
    (  -74.31   233.39   -18.00     0.96)  ; 22
    (  -74.82   233.40   -18.44     0.52)  ; 23
    (  -75.56   233.61   -19.06     0.52)  ; 24
    (  -76.52   233.75   -19.38     0.52)  ; 25
    (  -77.84   234.12   -19.31     0.52)  ; 26
    (  -79.02   234.85   -19.44     0.44)  ; 27
    (  -79.91   236.02   -19.44     0.88)  ; 28
    (  -80.42   236.32   -19.44     1.25)  ; 29
    (  -80.79   236.68   -19.44     1.40)  ; 30
    (  -81.23   236.68   -19.44     0.66)  ; 31
    (  -81.67   237.34   -19.56     0.37)  ; 32
    (  -82.48   237.55   -19.69     0.37)  ; 33
    (  -82.93   237.63   -19.94     1.11)  ; 34
    (  -83.37   237.42   -20.19     1.92)  ; 35
    (  -83.59   237.70   -20.81     1.92)  ; 36
     Normal
  )  ;  End of split
)  ;  End of tree

( (Color RGB (0, 192, 255))
  (Dendrite)
  (  -53.61   252.96     1.13     1.99)  ; Root
  (  -53.59   254.05     1.13     1.33)  ; 1, R
  (  -53.95   254.92     1.25     1.47)  ; 2
  (  -54.10   255.37     1.31     1.47)  ; 3
  (  -54.18   255.94     2.31     1.47)  ; 4
  (  -54.25   256.62     2.88     1.77)  ; 5
  (  -53.88   257.56     3.50     2.65)  ; 6
  (  -53.00   258.29     3.75     2.43)  ; 7
  (  -52.32   258.79     5.19     2.73)  ; 8
  (  -51.60   259.02     5.19     2.73)  ; 9
  (  -51.38   259.17     5.19     2.73)  ; 10
  (  -51.00   259.74     5.19     1.99)  ; 11
  (  -50.71   260.84     5.25     1.55)  ; 12
  (  -50.27   261.65     5.25     1.33)  ; 13
  (  -49.97   262.15     5.31     1.47)  ; 14
  (  -50.05   262.67     5.31     1.47)  ; 15
  (  -50.12   263.26     5.31     1.33)  ; 16
  (  -50.12   264.28     5.38     1.69)  ; 17
  (  -49.30   265.23     5.69     1.92)  ; 18
  (  -49.02   265.90     5.88     1.84)  ; 19
  (  -48.94   266.54     6.13     1.99)  ; 20
  (  -48.50   267.66     6.38     1.99)  ; 21
  (  -48.35   268.23     6.75     2.65)  ; 22
  (  -47.84   268.73     7.00     2.36)  ; 23
  (  -47.67   269.97     7.38     1.55)  ; 24
  (  -47.18   270.50     7.56     1.47)  ; 25
  (  -46.87   271.14     7.75     1.40)  ; 26
  (  -46.87   271.51     7.94     1.40)  ; 27
  (  -46.81   271.75     8.31     1.55)  ; 28
  (  -46.73   272.46     8.38     1.62)  ; 29
  (  -47.10   273.19     8.81     1.84)  ; 30
  (  -47.18   273.42     9.31     1.77)  ; 31
  (  -47.60   273.86    10.00     1.62)  ; 32
  (  -48.11   274.29    10.56     1.84)  ; 33
  (  -48.57   275.32    10.56     2.36)  ; 34
  (  -49.01   276.04    11.69     2.21)  ; 35
  (  -49.24   277.00    12.50     1.99)  ; 36
  (  -49.45   277.37    13.19     1.77)  ; 37
  (  -49.61   277.67    13.94     1.55)  ; 38
  (  -49.38   278.16    14.50     1.33)  ; 39
  (  -49.17   278.61    14.75     1.03)  ; 40
  (  -49.00   279.21    15.06     1.25)  ; 41
  (  -48.85   279.62    15.19     1.62)  ; 42
  (  -48.72   280.21    15.31     1.92)  ; 43
  (  -48.72   281.27    16.13     1.84)  ; 44
  (  -49.24   282.44    16.44     1.11)  ; 45
  (  -50.10   283.10    16.50     1.47)  ; 46
  (  -50.70   283.92    16.19     1.55)  ; 47
  (  -51.22   284.50    16.19     1.47)  ; 48
  (  -51.59   285.22    15.94     1.92)  ; 49
  (  -51.88   286.03    15.81     1.99)  ; 50
  (  -52.12   286.45    15.81     1.99)  ; 51
  (
    (  -52.48   286.55    15.00     1.40)  ; 1, R-1
    (  -53.28   287.79    14.44     1.55)  ; 2
    (  -54.32   288.58    14.19     1.47)  ; 3
    (  -54.61   289.18    13.88     1.33)  ; 4
    (  -54.83   289.90    15.56     1.25)  ; 5
    (  -54.76   290.79    15.69     1.25)  ; 6
    (  -54.68   291.88    15.50     0.81)  ; 7
    (  -54.38   292.69    15.50     0.81)  ; 8
    (  -54.00   293.12    15.94     1.18)  ; 9
    (  -53.27   295.10    16.25     1.47)  ; 10
    (  -52.89   295.30    16.06     1.84)  ; 11
    (  -52.61   295.95    17.44     1.77)  ; 12
    (  -52.17   296.83    18.06     1.40)  ; 13
    (  -51.80   297.71    18.13     1.33)  ; 14
    (  -52.02   298.38    18.13     1.55)  ; 15
    (  -52.02   299.18    18.44     1.92)  ; 16
    (  -51.28   299.75    21.00     0.96)  ; 17
    (  -50.61   300.41    21.13     0.81)  ; 18
    (  -49.81   301.14    21.13     0.81)  ; 19
    (  -49.51   301.74    21.13     0.81)  ; 20
    (  -49.07   302.82    20.88     1.18)  ; 21
    (  -49.06   302.90    21.25     2.06)  ; 22
    (  -49.00   303.63    21.13     1.99)  ; 23
    (  -48.78   304.80    21.00     0.81)  ; 24
    (  -48.48   305.76    21.00     0.66)  ; 25
    (  -47.97   306.11    21.06     0.66)  ; 26
    (  -47.52   306.85    21.19     0.81)  ; 27
    (  -47.38   307.72    21.00     2.06)  ; 28
    (  -47.01   308.67    20.81     1.92)  ; 29
    (  -46.78   309.40    20.81     2.43)  ; 30
    (  -46.57   309.92    20.81     2.43)  ; 31
    (  -46.48   310.35    20.81     1.18)  ; 32
    (  -46.13   311.28    21.06     0.59)  ; 33
    (  -46.07   312.37    21.19     1.03)  ; 34
    (  -46.29   312.95    21.94     1.03)  ; 35
    (  -47.39   313.54    22.25     1.18)  ; 36
    (  -48.20   313.98    22.94     1.33)  ; 37
    (  -48.65   314.49    22.94     1.03)  ; 38
    (  -49.30   314.93    23.00     1.33)  ; 39
    (  -50.05   315.22    23.06     1.33)  ; 40
    (  -51.08   315.74    23.56     1.03)  ; 41
    (  -51.74   316.17    24.31     1.11)  ; 42
    (  -52.39   316.76    25.13     1.03)  ; 43
    (  -52.62   317.63    25.50     0.74)  ; 44
    (  -52.62   318.23    25.56     0.74)  ; 45
    (  -52.48   318.59    25.88     1.03)  ; 46
    (  -52.11   319.76    25.94     1.69)  ; 47
    (  -51.80   320.34    26.63     1.84)  ; 48
    (
      (  -51.08   320.92    26.06     1.25)  ; 1, R-1-1
      (  -50.78   321.36    27.75     0.88)  ; 2
      (  -50.78   322.03    28.38     0.81)  ; 3
      (  -51.31   322.83    29.13     1.03)  ; 4
      (  -51.96   322.47    29.63     1.25)  ; 5
      (  -52.32   322.16    30.13     1.18)  ; 6
      (  -52.48   322.26    32.25     1.40)  ; 7
      (  -51.89   322.09    33.06     1.11)  ; 8
      (  -51.23   322.38    33.50     0.96)  ; 9
      (  -50.93   322.54    34.00     1.47)  ; 10
      (  -50.05   322.53    34.25     1.55)  ; 11
      (  -49.32   322.76    34.94     2.14)  ; 12
      (  -49.09   322.38    35.19     0.96)  ; 13
      (  -48.94   321.80    35.56     0.66)  ; 14
      (  -48.72   321.51    36.19     0.52)  ; 15
      (  -48.50   321.37    36.38     0.52)  ; 16
       Normal
    |
      (  -51.37   320.78    25.94     1.25)  ; 1, R-1-2
      (  -51.08   321.44    24.81     1.11)  ; 2
      (  -50.62   322.26    24.50     0.66)  ; 3
      (  -50.63   322.60    24.75     0.66)  ; 4
      (  -50.33   323.04    25.19     0.88)  ; 5
      (  -50.12   323.63    25.56     1.18)  ; 6
      (  -49.53   323.93    26.69     0.66)  ; 7
      (  -49.53   324.96    28.06     0.81)  ; 8
